,date,total_confirm,total_suspect,total_heal,total_dead,total_severe,total_input,total_storeConfirm,today_confirm,today_suspect,today_heal,today_dead,today_severe,today_storeConfirm,today_input,name
135,2020-06-12,311,0,306,3,,0,2.0,0,0.0,0,0,,0,0.0,陕西
136,2020-06-13,313,0,306,3,,0,4.0,2,0.0,0,0,,0,0.0,陕西
137,2020-06-14,313,0,306,3,,0,4.0,2,0.0,0,0,,0,0.0,陕西
138,2020-06-15,313,0,306,3,,0,4.0,0,0.0,0,0,,0,0.0,陕西
139,2020-06-16,313,0,306,3,,0,4.0,0,0.0,0,0,,0,0.0,陕西
140,2020-06-17,314,0,306,3,,0,5.0,1,0.0,0,0,,0,0.0,陕西
141,2020-06-18,314,0,306,3,,0,5.0,0,0.0,0,0,,0,0.0,陕西
142,2020-06-19,314,0,306,3,,0,5.0,0,0.0,0,0,,0,0.0,陕西
143,2020-06-20,314,0,306,3,,0,5.0,0,0.0,0,0,,0,0.0,陕西
144,2020-06-21,317,0,306,3,,0,8.0,3,0.0,0,0,,0,0.0,陕西
145,2020-06-22,317,0,307,3,,0,7.0,1,0.0,1,0,,0,0.0,陕西
146,2020-06-23,318,0,307,3,,0,8.0,1,0.0,0,0,,0,0.0,陕西
147,2020-06-24,319,0,307,3,,0,9.0,1,0.0,0,0,,0,0.0,陕西
148,2020-06-25,319,0,307,3,,0,9.0,0,0.0,0,0,,0,0.0,陕西
149,2020-06-26,319,0,307,3,,0,9.0,0,0.0,0,0,,0,0.0,陕西
150,2020-06-27,320,0,307,3,,0,10.0,1,0.0,0,0,,0,0.0,陕西
151,2020-06-28,320,0,307,3,,0,10.0,0,0.0,0,0,,0,0.0,陕西
152,2020-06-29,320,0,308,3,,0,9.0,0,0.0,1,0,,0,0.0,陕西
153,2020-06-30,320,0,309,3,,0,8.0,0,0.0,1,0,,0,0.0,陕西
154,2020-07-01,320,0,310,3,,0,7.0,0,0.0,1,0,,0,0.0,陕西
155,2020-07-02,320,0,310,3,,0,7.0,0,0.0,0,0,,0,0.0,陕西
156,2020-07-03,320,0,310,3,,0,7.0,0,0.0,0,0,,0,0.0,陕西
157,2020-07-04,320,0,311,3,,0,6.0,0,0.0,1,0,,0,0.0,陕西
158,2020-07-05,321,0,313,3,,0,5.0,1,0.0,2,0,,0,0.0,陕西
159,2020-07-06,321,0,313,3,,0,5.0,0,0.0,0,0,,0,0.0,陕西
160,2020-07-07,321,0,313,3,,0,5.0,0,0.0,0,0,,0,0.0,陕西
161,2020-07-08,321,0,314,3,,0,4.0,0,0.0,1,0,,0,0.0,陕西
162,2020-07-09,321,0,314,3,,0,4.0,0,0.0,0,0,,0,0.0,陕西
0,2020-01-22,5,0,0,0,,0,5.0,0,0.0,0,0,,0,0.0,广西
1,2020-01-23,13,0,0,0,,0,13.0,8,0.0,0,0,,0,0.0,广西
2,2020-01-24,23,0,0,0,,0,23.0,10,0.0,0,0,,0,0.0,广西
3,2020-01-25,33,0,0,0,,0,33.0,10,0.0,0,0,,0,0.0,广西
4,2020-01-26,46,0,0,0,,0,46.0,13,0.0,0,0,,0,0.0,广西
5,2020-01-27,51,0,0,0,,0,51.0,5,0.0,0,0,,0,0.0,广西
6,2020-01-28,58,0,2,0,,0,56.0,7,0.0,2,0,,0,0.0,广西
7,2020-01-29,78,0,2,0,,0,76.0,20,0.0,0,0,,0,0.0,广西
8,2020-01-30,87,0,2,0,,0,85.0,9,0.0,0,0,,0,0.0,广西
9,2020-01-31,100,0,2,0,,0,98.0,13,0.0,0,0,,0,0.0,广西
10,2020-02-01,111,0,2,0,,0,109.0,11,0.0,0,0,,0,0.0,广西
11,2020-02-02,127,0,2,0,,0,125.0,16,0.0,0,0,,0,0.0,广西
12,2020-02-03,139,0,7,0,,0,132.0,12,0.0,5,0,,0,0.0,广西
13,2020-02-04,150,0,10,0,,0,140.0,11,0.0,3,0,,0,0.0,广西
14,2020-02-05,168,0,14,0,,0,154.0,18,0.0,4,0,,0,0.0,广西
15,2020-02-06,172,0,17,0,,0,155.0,4,0.0,3,0,,0,0.0,广西
16,2020-02-07,183,0,17,0,,0,166.0,11,0.0,0,0,,0,0.0,广西
17,2020-02-08,195,0,18,1,,0,176.0,12,0.0,1,1,,0,0.0,广西
18,2020-02-09,210,0,18,1,,0,191.0,15,0.0,0,0,,0,0.0,广西
19,2020-02-10,215,0,30,1,,0,184.0,5,0.0,12,0,,0,0.0,广西
20,2020-02-11,222,0,31,1,,0,190.0,7,0.0,1,0,,0,0.0,广西
21,2020-02-12,222,0,33,2,,0,187.0,0,0.0,2,1,,0,0.0,广西
22,2020-02-13,226,0,35,2,,0,189.0,4,0.0,2,0,,0,0.0,广西
23,2020-02-14,235,0,40,2,,0,193.0,9,0.0,5,0,,0,0.0,广西
24,2020-02-15,237,0,46,2,,0,189.0,2,0.0,6,0,,0,0.0,广西
25,2020-02-16,238,0,51,2,,0,185.0,1,0.0,5,0,,0,0.0,广西
26,2020-02-17,242,0,58,2,,0,182.0,4,0.0,7,0,,0,0.0,广西
27,2020-02-18,244,0,76,2,,0,166.0,2,0.0,18,0,,0,0.0,广西
28,2020-02-19,245,0,87,2,,0,156.0,1,0.0,11,0,,0,0.0,广西
29,2020-02-20,246,0,95,2,,0,149.0,1,0.0,8,0,,0,0.0,广西
30,2020-02-21,249,0,99,2,,0,148.0,3,0.0,4,0,,0,0.0,广西
31,2020-02-22,249,0,104,2,,0,143.0,0,0.0,5,0,,0,0.0,广西
32,2020-02-23,251,0,107,2,,0,142.0,2,0.0,3,0,,0,0.0,广西
33,2020-02-24,252,0,129,2,,0,121.0,1,0.0,22,0,,0,0.0,广西
34,2020-02-25,252,0,138,2,,0,112.0,0,0.0,9,0,,0,0.0,广西
35,2020-02-26,252,0,159,2,,0,91.0,0,0.0,21,0,,0,0.0,广西
36,2020-02-27,252,0,166,2,,0,84.0,0,0.0,7,0,,0,0.0,广西
37,2020-02-28,252,0,172,2,,0,78.0,0,0.0,6,0,,0,0.0,广西
38,2020-02-29,252,0,179,2,,0,71.0,0,0.0,7,0,,0,0.0,广西
39,2020-03-01,252,0,188,2,,0,62.0,0,0.0,9,0,,0,0.0,广西
40,2020-03-02,252,0,202,2,,0,48.0,0,0.0,14,0,,0,0.0,广西
41,2020-03-03,252,0,202,2,,0,48.0,0,0.0,0,0,,0,0.0,广西
42,2020-03-04,252,0,213,2,,0,37.0,0,0.0,11,0,,0,0.0,广西
43,2020-03-05,252,0,217,2,,0,33.0,0,0.0,4,0,,0,0.0,广西
44,2020-03-06,252,0,219,2,,0,31.0,0,0.0,2,0,,0,0.0,广西
45,2020-03-07,252,0,223,2,,0,27.0,0,0.0,4,0,,0,0.0,广西
46,2020-03-08,252,0,230,2,,0,20.0,0,0.0,7,0,,0,0.0,广西
47,2020-03-09,252,0,234,2,,0,16.0,0,0.0,4,0,,0,0.0,广西
48,2020-03-10,252,0,237,2,,0,13.0,0,0.0,3,0,,0,0.0,广西
49,2020-03-11,252,0,241,2,,0,9.0,0,0.0,4,0,,0,0.0,广西
50,2020-03-12,252,0,243,2,,0,7.0,0,0.0,2,0,,0,0.0,广西
51,2020-03-13,252,0,243,2,,0,7.0,0,0.0,0,0,,0,0.0,广西
52,2020-03-14,252,0,243,2,,0,7.0,0,0.0,0,0,,0,0.0,广西
53,2020-03-15,252,0,247,2,,0,3.0,0,0.0,4,0,,0,0.0,广西
54,2020-03-16,253,0,248,2,,0,3.0,1,0.0,1,0,,0,0.0,广西
55,2020-03-17,253,0,250,2,,0,1.0,0,0.0,2,0,,0,0.0,广西
56,2020-03-18,253,0,250,2,,0,1.0,0,0.0,0,0,,0,0.0,广西
57,2020-03-19,254,0,250,2,,0,2.0,1,0.0,0,0,,0,0.0,广西
58,2020-03-20,254,0,250,2,,0,2.0,1,0.0,0,0,,0,0.0,广西
59,2020-03-21,254,0,250,2,,0,2.0,0,0.0,0,0,,0,0.0,广西
60,2020-03-22,254,0,250,2,,0,2.0,0,0.0,0,0,,0,0.0,广西
61,2020-03-23,254,0,250,2,,0,2.0,0,0.0,0,0,,0,0.0,广西
62,2020-03-24,254,0,250,2,,0,2.0,0,0.0,0,0,,0,0.0,广西
63,2020-03-25,254,0,250,2,,0,2.0,0,0.0,0,0,,0,0.0,广西
64,2020-03-26,254,0,250,2,,0,2.0,0,0.0,0,0,,0,0.0,广西
65,2020-03-27,254,0,250,2,,0,2.0,0,0.0,0,0,,0,0.0,广西
66,2020-03-28,254,0,250,2,,0,2.0,0,0.0,0,0,,0,0.0,广西
67,2020-03-29,254,0,250,2,,0,2.0,0,0.0,0,0,,0,0.0,广西
68,2020-03-30,254,0,250,2,,0,2.0,0,0.0,0,0,,0,0.0,广西
69,2020-03-31,254,0,250,2,,0,2.0,0,0.0,0,0,,0,0.0,广西
70,2020-04-01,254,0,252,2,,0,0.0,0,0.0,2,0,,0,0.0,广西
71,2020-04-02,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
72,2020-04-03,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
73,2020-04-04,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
74,2020-04-05,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
75,2020-04-06,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
76,2020-04-07,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
77,2020-04-08,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
78,2020-04-09,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
79,2020-04-10,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
80,2020-04-11,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
81,2020-04-12,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
82,2020-04-13,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
83,2020-04-14,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
84,2020-04-15,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
85,2020-04-16,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
86,2020-04-17,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
87,2020-04-18,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
88,2020-04-19,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
89,2020-04-20,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
90,2020-04-21,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
91,2020-04-22,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
92,2020-04-23,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
93,2020-04-24,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
94,2020-04-25,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
95,2020-04-26,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
96,2020-04-27,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
97,2020-04-28,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
98,2020-04-29,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
99,2020-04-30,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
100,2020-05-01,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
101,2020-05-02,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
102,2020-05-03,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
103,2020-05-04,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
104,2020-05-05,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
105,2020-05-06,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
106,2020-05-07,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
107,2020-05-08,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
108,2020-05-09,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
109,2020-05-10,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
110,2020-05-11,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
111,2020-05-12,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
112,2020-05-13,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
113,2020-05-14,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
114,2020-05-15,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
115,2020-05-16,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
116,2020-05-17,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
117,2020-05-18,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
118,2020-05-19,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
119,2020-05-20,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
120,2020-05-21,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
121,2020-05-22,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
122,2020-05-23,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
123,2020-05-24,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
124,2020-05-25,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
125,2020-05-26,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
126,2020-05-27,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
127,2020-05-28,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
128,2020-05-29,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
129,2020-05-30,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
130,2020-05-31,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
131,2020-06-01,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
132,2020-06-02,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
133,2020-06-03,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
134,2020-06-04,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
135,2020-06-05,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
136,2020-06-06,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
137,2020-06-07,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
138,2020-06-08,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
139,2020-06-09,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
140,2020-06-10,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
141,2020-06-11,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
142,2020-06-12,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
143,2020-06-13,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
144,2020-06-14,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
145,2020-06-15,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
146,2020-06-16,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
147,2020-06-17,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
148,2020-06-18,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
149,2020-06-19,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
150,2020-06-20,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
151,2020-06-21,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
152,2020-06-22,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
153,2020-06-23,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
154,2020-06-24,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
155,2020-06-25,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
156,2020-06-26,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
157,2020-06-27,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
158,2020-06-28,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
159,2020-06-29,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
160,2020-06-30,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
161,2020-07-01,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
162,2020-07-02,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
163,2020-07-03,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
164,2020-07-04,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
165,2020-07-05,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
166,2020-07-06,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
167,2020-07-07,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
168,2020-07-08,254,0,252,2,,0,0.0,0,0.0,0,0,,0,0.0,广西
0,2020-01-26,11,0,0,0,,0,11.0,0,0.0,0,0,,0,0.0,内蒙古
1,2020-01-27,13,0,0,0,,0,13.0,2,0.0,0,0,,0,0.0,内蒙古
2,2020-01-28,16,0,0,0,,0,16.0,3,0.0,0,0,,0,0.0,内蒙古
3,2020-01-29,18,0,0,0,,0,18.0,2,0.0,0,0,,0,0.0,内蒙古
4,2020-01-30,20,0,0,0,,0,20.0,2,0.0,0,0,,0,0.0,内蒙古
5,2020-01-31,23,0,1,0,,0,22.0,3,0.0,1,0,,0,0.0,内蒙古
6,2020-02-01,27,0,1,0,,0,26.0,4,0.0,0,0,,0,0.0,内蒙古
7,2020-02-02,34,0,1,0,,0,33.0,7,0.0,0,0,,0,0.0,内蒙古
8,2020-02-03,35,0,1,0,,0,34.0,1,0.0,0,0,,0,0.0,内蒙古
9,2020-02-04,42,0,1,0,,0,41.0,7,0.0,0,0,,0,0.0,内蒙古
10,2020-02-05,44,0,3,0,,0,41.0,2,0.0,2,0,,0,0.0,内蒙古
11,2020-02-06,46,0,4,0,,0,42.0,2,0.0,1,0,,0,0.0,内蒙古
12,2020-02-07,50,0,5,0,,0,45.0,4,0.0,1,0,,0,0.0,内蒙古
13,2020-02-08,52,0,5,0,,0,47.0,2,0.0,0,0,,0,0.0,内蒙古
14,2020-02-09,54,0,5,0,,0,49.0,2,0.0,0,0,,0,0.0,内蒙古
15,2020-02-10,58,0,5,0,,0,53.0,0,0.0,0,0,,0,0.0,内蒙古
16,2020-02-11,60,0,5,0,,0,55.0,2,0.0,0,0,,0,0.0,内蒙古
17,2020-02-12,61,0,6,0,,0,55.0,1,0.0,1,0,,0,0.0,内蒙古
18,2020-02-13,65,0,6,0,,0,59.0,4,0.0,0,0,,0,0.0,内蒙古
19,2020-02-14,65,0,6,0,,0,59.0,4,0.0,0,0,,0,0.0,内蒙古
20,2020-02-15,70,0,7,0,,0,63.0,2,0.0,1,0,,0,0.0,内蒙古
21,2020-02-16,72,0,8,0,,0,64.0,2,0.0,1,0,,0,0.0,内蒙古
22,2020-02-17,73,0,8,0,,0,65.0,1,0.0,0,0,,0,0.0,内蒙古
23,2020-02-18,75,0,9,0,,0,66.0,2,0.0,1,0,,0,0.0,内蒙古
24,2020-02-19,75,0,11,0,,0,64.0,0,0.0,2,0,,0,0.0,内蒙古
25,2020-02-20,75,0,16,0,,0,59.0,0,0.0,5,0,,0,0.0,内蒙古
26,2020-02-21,75,0,22,0,,0,53.0,0,0.0,6,0,,0,0.0,内蒙古
27,2020-02-22,75,0,26,0,,0,49.0,0,0.0,4,0,,0,0.0,内蒙古
28,2020-02-23,75,0,30,0,,0,45.0,0,0.0,4,0,,0,0.0,内蒙古
29,2020-02-24,75,0,34,0,,0,41.0,0,0.0,4,0,,0,0.0,内蒙古
30,2020-02-25,75,0,34,0,,0,41.0,0,0.0,0,0,,0,0.0,内蒙古
31,2020-02-26,75,0,38,0,,0,37.0,0,0.0,4,0,,0,0.0,内蒙古
32,2020-02-27,75,0,43,0,,0,32.0,0,0.0,5,0,,0,0.0,内蒙古
33,2020-02-28,75,0,46,0,,0,29.0,0,0.0,3,0,,0,0.0,内蒙古
34,2020-02-29,75,0,51,0,,0,24.0,0,0.0,5,0,,0,0.0,内蒙古
35,2020-03-01,75,0,51,0,,0,24.0,0,0.0,0,0,,0,0.0,内蒙古
36,2020-03-02,75,0,54,0,,0,21.0,0,0.0,3,0,,0,0.0,内蒙古
37,2020-03-03,75,0,59,1,,0,15.0,0,0.0,5,1,,0,0.0,内蒙古
38,2020-03-04,75,0,63,1,,0,11.0,0,0.0,4,0,,0,0.0,内蒙古
39,2020-03-05,75,0,63,1,,0,11.0,0,0.0,0,0,,0,0.0,内蒙古
40,2020-03-06,75,0,65,1,,0,9.0,0,0.0,2,0,,0,0.0,内蒙古
41,2020-03-07,75,0,68,1,,0,6.0,0,0.0,3,0,,0,0.0,内蒙古
42,2020-03-08,75,0,70,1,,0,4.0,0,0.0,2,0,,0,0.0,内蒙古
43,2020-03-09,75,0,70,1,,0,4.0,0,0.0,0,0,,0,0.0,内蒙古
44,2020-03-10,75,0,70,1,,0,4.0,0,0.0,0,0,,0,0.0,内蒙古
45,2020-03-11,75,0,71,1,,0,3.0,0,0.0,1,0,,0,0.0,内蒙古
46,2020-03-12,75,0,71,1,,0,3.0,0,0.0,0,0,,0,0.0,内蒙古
47,2020-03-13,75,0,71,1,,0,3.0,0,0.0,0,0,,0,0.0,内蒙古
48,2020-03-14,75,0,71,1,,0,3.0,0,0.0,0,0,,0,0.0,内蒙古
49,2020-03-15,75,0,71,1,,0,3.0,0,0.0,0,0,,0,0.0,内蒙古
50,2020-03-16,75,0,73,1,,0,1.0,0,0.0,2,0,,0,0.0,内蒙古
51,2020-03-17,75,0,73,1,,0,1.0,0,0.0,0,0,,0,0.0,内蒙古
52,2020-03-18,75,0,74,1,,0,0.0,0,0.0,1,0,,0,0.0,内蒙古
53,2020-03-19,75,0,74,1,,0,0.0,0,0.0,0,0,,0,0.0,内蒙古
54,2020-03-20,75,0,74,1,,0,0.0,0,0.0,0,0,,0,0.0,内蒙古
55,2020-03-21,75,0,74,1,,0,0.0,0,0.0,0,0,,0,0.0,内蒙古
56,2020-03-22,75,0,74,1,,0,0.0,0,0.0,0,0,,0,0.0,内蒙古
57,2020-03-23,75,0,74,1,,0,0.0,0,0.0,0,0,,0,0.0,内蒙古
58,2020-03-24,77,0,74,1,,0,2.0,2,0.0,0,0,,0,0.0,内蒙古
59,2020-03-25,89,0,74,1,,0,14.0,12,0.0,0,0,,0,0.0,内蒙古
60,2020-03-26,92,0,74,1,,0,17.0,3,0.0,0,0,,0,0.0,内蒙古
61,2020-03-27,94,0,74,1,,0,19.0,2,0.0,0,0,,0,0.0,内蒙古
62,2020-03-28,95,0,74,1,,0,20.0,1,0.0,0,0,,0,0.0,内蒙古
63,2020-03-29,97,0,74,1,,0,22.0,2,0.0,0,0,,0,0.0,内蒙古
64,2020-03-30,107,0,74,1,,0,32.0,10,0.0,0,0,,0,0.0,内蒙古
65,2020-03-31,111,0,74,1,,0,36.0,4,0.0,0,0,,0,0.0,内蒙古
66,2020-04-01,117,0,74,1,,0,42.0,6,0.0,0,0,,0,0.0,内蒙古
67,2020-04-02,117,0,74,1,,0,42.0,0,0.0,0,0,,0,0.0,内蒙古
68,2020-04-03,117,0,74,1,,0,42.0,0,0.0,0,0,,0,0.0,内蒙古
69,2020-04-04,117,0,74,1,,0,42.0,0,0.0,0,0,,0,0.0,内蒙古
70,2020-04-05,118,0,74,1,,0,43.0,1,0.0,0,0,,0,0.0,内蒙古
71,2020-04-06,121,0,74,1,,0,46.0,3,0.0,0,0,,0,0.0,内蒙古
72,2020-04-07,124,0,74,1,,0,49.0,3,0.0,0,0,,0,0.0,内蒙古
73,2020-04-08,126,0,79,1,,0,46.0,2,0.0,5,0,,0,0.0,内蒙古
74,2020-04-09,128,0,79,1,,0,48.0,2,0.0,0,0,,0,0.0,内蒙古
75,2020-04-10,155,0,79,1,,0,75.0,27,0.0,0,0,,0,0.0,内蒙古
76,2020-04-11,155,0,83,1,,0,71.0,0,0.0,4,0,,0,0.0,内蒙古
77,2020-04-12,190,0,83,1,,0,106.0,35,0.0,0,0,,0,0.0,内蒙古
78,2020-04-13,190,0,91,1,,0,98.0,0,0.0,8,0,,0,0.0,内蒙古
79,2020-04-14,190,0,94,1,,0,95.0,0,0.0,3,0,,0,0.0,内蒙古
80,2020-04-15,193,0,94,1,,0,98.0,3,0.0,0,0,,0,0.0,内蒙古
81,2020-04-16,193,0,103,1,,0,89.0,0,0.0,9,0,,0,0.0,内蒙古
82,2020-04-17,193,0,104,1,,0,88.0,0,0.0,1,0,,0,0.0,内蒙古
83,2020-04-18,193,0,104,1,,0,88.0,0,0.0,0,0,,0,0.0,内蒙古
84,2020-04-19,194,0,104,1,,0,89.0,1,0.0,0,0,,0,0.0,内蒙古
85,2020-04-20,194,0,108,1,,0,85.0,0,0.0,4,0,,0,0.0,内蒙古
86,2020-04-21,194,0,108,1,,0,85.0,0,0.0,0,0,,0,0.0,内蒙古
87,2020-04-22,194,0,108,1,,0,85.0,0,0.0,0,0,,0,0.0,内蒙古
88,2020-04-23,194,0,108,1,,0,85.0,0,0.0,0,0,,0,0.0,内蒙古
89,2020-04-24,197,0,114,1,,0,82.0,3,0.0,6,0,,0,0.0,内蒙古
90,2020-04-25,198,0,121,1,,0,76.0,1,0.0,7,0,,0,0.0,内蒙古
91,2020-04-26,198,0,129,1,,0,68.0,0,0.0,8,0,,0,0.0,内蒙古
92,2020-04-27,199,0,145,1,,0,53.0,1,0.0,16,0,,0,0.0,内蒙古
93,2020-04-28,199,0,146,1,,0,52.0,0,0.0,1,0,,0,0.0,内蒙古
94,2020-04-29,200,0,150,1,,0,49.0,1,0.0,4,0,,0,0.0,内蒙古
95,2020-04-30,201,0,152,1,,0,48.0,1,0.0,2,0,,0,0.0,内蒙古
96,2020-05-01,201,0,154,1,,0,46.0,0,0.0,2,0,,0,0.0,内蒙古
97,2020-05-02,201,0,154,1,,0,46.0,0,0.0,0,0,,0,0.0,内蒙古
98,2020-05-03,201,0,156,1,,0,44.0,0,0.0,2,0,,0,0.0,内蒙古
99,2020-05-04,201,0,160,1,,0,40.0,0,0.0,4,0,,0,0.0,内蒙古
100,2020-05-05,201,0,167,1,,0,33.0,0,0.0,7,0,,0,0.0,内蒙古
101,2020-05-06,201,0,171,1,,0,29.0,0,0.0,4,0,,0,0.0,内蒙古
102,2020-05-07,201,0,172,1,,0,28.0,0,0.0,1,0,,0,0.0,内蒙古
103,2020-05-08,201,0,175,1,,0,25.0,0,0.0,3,0,,0,0.0,内蒙古
104,2020-05-09,201,0,184,1,,0,16.0,0,0.0,9,0,,0,0.0,内蒙古
105,2020-05-10,208,0,187,1,,0,20.0,7,0.0,3,0,,0,0.0,内蒙古
106,2020-05-11,208,0,187,1,,0,20.0,1,0.0,0,0,,0,0.0,内蒙古
107,2020-05-12,209,0,190,1,,0,18.0,0,0.0,3,0,,0,0.0,内蒙古
108,2020-05-13,209,0,190,1,,0,18.0,0,0.0,0,0,,0,0.0,内蒙古
109,2020-05-14,209,0,194,1,,0,14.0,0,0.0,4,0,,0,0.0,内蒙古
110,2020-05-15,209,0,196,1,,0,12.0,0,0.0,2,0,,0,0.0,内蒙古
