date,total_confirm,total_suspect,total_heal,total_dead,total_severe,total_input,total_storeConfirm,today_confirm,today_suspect,today_heal,today_dead,today_severe,today_storeConfirm,today_input,name
2020-03-06,318,0,305,6,,0,7.0,0,0.0,1,0,,0,0.0,河北
2020-03-07,318,0,307,6,,0,5.0,0,0.0,2,0,,0,0.0,河北
2020-03-08,318,0,307,6,,0,5.0,0,0.0,0,0,,0,0.0,河北
2020-03-09,318,0,307,6,,0,5.0,0,0.0,0,0,,0,0.0,河北
2020-03-10,318,0,307,6,,0,5.0,0,0.0,0,0,,0,0.0,河北
2020-03-11,318,0,307,6,,0,5.0,0,0.0,0,0,,0,0.0,河北
2020-03-12,318,0,310,6,,0,2.0,0,0.0,3,0,,0,0.0,河北
2020-03-13,318,0,310,6,,0,2.0,0,0.0,0,0,,0,0.0,河北
2020-03-14,318,0,310,6,,0,2.0,0,0.0,0,0,,0,0.0,河北
2020-03-15,318,0,310,6,,0,2.0,0,0.0,0,0,,0,0.0,河北
2020-03-16,318,0,310,6,,0,2.0,0,0.0,0,0,,0,0.0,河北
2020-03-17,318,0,310,6,,0,2.0,0,0.0,0,0,,0,0.0,河北
2020-03-18,318,0,310,6,,0,2.0,0,0.0,0,0,,0,0.0,河北
2020-03-19,318,0,310,6,,0,2.0,0,0.0,0,0,,0,0.0,河北
2020-03-20,318,0,310,6,,0,2.0,0,0.0,0,0,,0,0.0,河北
2020-03-21,319,0,310,6,,0,3.0,1,0.0,0,0,,0,0.0,河北
2020-03-22,319,0,310,6,,0,3.0,0,0.0,0,0,,0,0.0,河北
2020-03-23,319,0,310,6,,0,3.0,0,0.0,0,0,,0,0.0,河北
2020-03-24,319,0,310,6,,0,3.0,0,0.0,0,0,,0,0.0,河北
2020-03-25,319,0,310,6,,0,3.0,0,0.0,0,0,,0,0.0,河北
2020-03-26,319,0,310,6,,0,3.0,0,0.0,0,0,,0,0.0,河北
2020-03-27,319,0,310,6,,0,3.0,0,0.0,0,0,,0,0.0,河北
2020-03-28,319,0,310,6,,0,3.0,0,0.0,0,0,,0,0.0,河北
2020-03-29,319,0,310,6,,0,3.0,0,0.0,0,0,,0,0.0,河北
2020-03-30,321,0,310,6,,0,5.0,2,0.0,0,0,,0,0.0,河北
2020-03-31,323,0,310,6,,0,7.0,2,0.0,0,0,,0,0.0,河北
2020-04-01,325,0,310,6,,0,9.0,2,0.0,0,0,,0,0.0,河北
2020-04-02,326,0,310,6,,0,10.0,1,0.0,0,0,,0,0.0,河北
2020-04-03,326,0,310,6,,0,10.0,0,0.0,0,0,,0,0.0,河北
2020-04-04,327,0,310,6,,0,11.0,1,0.0,0,0,,0,0.0,河北
2020-04-05,327,0,310,6,,0,11.0,0,0.0,0,0,,0,0.0,河北
2020-04-06,327,0,312,6,,0,9.0,0,0.0,2,0,,0,0.0,河北
2020-04-07,327,0,312,6,,0,9.0,0,0.0,0,0,,0,0.0,河北
2020-04-08,327,0,313,6,,0,8.0,0,0.0,1,0,,0,0.0,河北
2020-04-09,327,0,313,6,,0,8.0,0,0.0,0,0,,0,0.0,河北
2020-04-10,327,0,313,6,,0,8.0,0,0.0,0,0,,0,0.0,河北
2020-04-11,327,0,313,6,,0,8.0,0,0.0,0,0,,0,0.0,河北
2020-04-12,327,0,313,6,,0,8.0,0,0.0,0,0,,0,0.0,河北
2020-04-13,327,0,314,6,,0,7.0,0,0.0,1,0,,0,0.0,河北
2020-04-14,327,0,314,6,,0,7.0,0,0.0,0,0,,0,0.0,河北
2020-04-15,328,0,315,6,,0,7.0,1,0.0,1,0,,0,0.0,河北
2020-04-16,328,0,316,6,,0,6.0,0,0.0,1,0,,0,0.0,河北
2020-04-17,328,0,316,6,,0,6.0,0,0.0,0,0,,0,0.0,河北
2020-04-18,328,0,316,6,,0,6.0,0,0.0,0,0,,0,0.0,河北
2020-04-19,328,0,317,6,,0,5.0,0,0.0,1,0,,0,0.0,河北
2020-04-20,328,0,317,6,,0,5.0,0,0.0,0,0,,0,0.0,河北
2020-04-21,328,0,317,6,,0,5.0,0,0.0,0,0,,0,0.0,河北
2020-04-22,328,0,317,6,,0,5.0,0,0.0,0,0,,0,0.0,河北
2020-04-23,328,0,317,6,,0,5.0,0,0.0,0,0,,0,0.0,河北
2020-04-24,328,0,318,6,,0,4.0,0,0.0,1,0,,0,0.0,河北
2020-04-25,328,0,318,6,,0,4.0,0,0.0,0,0,,0,0.0,河北
2020-04-26,328,0,318,6,,0,4.0,0,0.0,0,0,,0,0.0,河北
2020-04-27,328,0,318,6,,0,4.0,0,0.0,0,0,,0,0.0,河北
2020-04-28,328,0,318,6,,0,4.0,0,0.0,0,0,,0,0.0,河北
2020-04-29,328,0,318,6,,0,4.0,0,0.0,0,0,,0,0.0,河北
2020-04-30,328,0,318,6,,0,4.0,0,0.0,0,0,,0,0.0,河北
2020-05-01,328,0,318,6,,0,4.0,0,0.0,0,0,,0,0.0,河北
2020-05-02,328,0,318,6,,0,4.0,0,0.0,0,0,,0,0.0,河北
2020-05-03,328,0,318,6,,0,4.0,0,0.0,0,0,,0,0.0,河北
2020-05-04,328,0,320,6,,0,2.0,0,0.0,2,0,,0,0.0,河北
2020-05-05,328,0,320,6,,0,2.0,0,0.0,0,0,,0,0.0,河北
2020-05-06,328,0,320,6,,0,2.0,0,0.0,0,0,,0,0.0,河北
2020-05-07,328,0,320,6,,0,2.0,0,0.0,0,0,,0,0.0,河北
2020-05-08,328,0,320,6,,0,2.0,0,0.0,0,0,,0,0.0,河北
2020-05-09,328,0,321,6,,0,1.0,0,0.0,1,0,,0,0.0,河北
2020-05-10,328,0,321,6,,0,1.0,0,0.0,0,0,,0,0.0,河北
2020-05-11,328,0,321,6,,0,1.0,0,0.0,0,0,,0,0.0,河北
2020-05-12,328,0,321,6,,0,1.0,0,0.0,0,0,,0,0.0,河北
2020-05-13,328,0,321,6,,0,1.0,0,0.0,0,0,,0,0.0,河北
2020-05-14,328,0,321,6,,0,1.0,0,0.0,0,0,,0,0.0,河北
2020-05-15,328,0,321,6,,0,1.0,0,0.0,0,0,,0,0.0,河北
2020-05-16,328,0,321,6,,0,1.0,0,0.0,0,0,,0,0.0,河北
2020-05-17,328,0,322,6,,0,0.0,0,0.0,1,0,,0,0.0,河北
2020-05-18,328,0,322,6,,0,0.0,0,0.0,0,0,,0,0.0,河北
2020-05-19,328,0,322,6,,0,0.0,0,0.0,0,0,,0,0.0,河北
2020-05-20,328,0,322,6,,0,0.0,0,0.0,0,0,,0,0.0,河北
2020-05-21,328,0,322,6,,0,0.0,0,0.0,0,0,,0,0.0,河北
2020-05-22,328,0,322,6,,0,0.0,0,0.0,0,0,,0,0.0,河北
2020-05-23,328,0,322,6,,0,0.0,0,0.0,0,0,,0,0.0,河北
2020-05-24,328,0,322,6,,0,0.0,0,0.0,0,0,,0,0.0,河北
2020-05-25,328,0,322,6,,0,0.0,0,0.0,0,0,,0,0.0,河北
2020-05-26,328,0,322,6,,0,0.0,0,0.0,0,0,,0,0.0,河北
2020-05-27,328,0,322,6,,0,0.0,0,0.0,0,0,,0,0.0,河北
2020-05-28,328,0,322,6,,0,0.0,0,0.0,0,0,,0,0.0,河北
2020-05-29,328,0,322,6,,0,0.0,0,0.0,0,0,,0,0.0,河北
2020-05-30,328,0,322,6,,0,0.0,0,0.0,0,0,,0,0.0,河北
2020-05-31,328,0,322,6,,0,0.0,0,0.0,0,0,,0,0.0,河北
2020-06-01,328,0,322,6,,0,0.0,0,0.0,0,0,,0,0.0,河北
2020-06-02,328,0,322,6,,0,0.0,0,0.0,0,0,,0,0.0,河北
2020-06-03,328,0,322,6,,0,0.0,0,0.0,0,0,,0,0.0,河北
2020-06-04,328,0,322,6,,0,0.0,0,0.0,0,0,,0,0.0,河北
2020-06-05,328,0,322,6,,0,0.0,0,0.0,0,0,,0,0.0,河北
2020-06-06,328,0,322,6,,0,0.0,0,0.0,0,0,,0,0.0,河北
2020-06-07,328,0,322,6,,0,0.0,0,0.0,0,0,,0,0.0,河北
2020-06-08,328,0,322,6,,0,0.0,0,0.0,0,0,,0,0.0,河北
2020-06-09,328,0,322,6,,0,0.0,0,0.0,0,0,,0,0.0,河北
2020-06-10,328,0,322,6,,0,0.0,0,0.0,0,0,,0,0.0,河北
2020-06-11,328,0,322,6,,0,0.0,0,0.0,0,0,,0,0.0,河北
2020-06-12,328,0,322,6,,0,0.0,0,0.0,0,0,,0,0.0,河北
2020-06-13,328,0,322,6,,0,0.0,0,0.0,0,0,,0,0.0,河北
2020-06-14,331,0,322,6,,0,3.0,3,0.0,0,0,,0,0.0,河北
2020-06-15,335,0,322,6,,0,7.0,4,0.0,0,0,,0,0.0,河北
2020-06-16,335,0,322,6,,0,7.0,1,0.0,0,0,,0,0.0,河北
2020-06-17,338,0,322,6,,0,10.0,2,0.0,0,0,,0,0.0,河北
2020-06-18,340,0,322,6,,0,12.0,2,0.0,0,0,,0,0.0,河北
2020-06-19,341,0,322,6,,0,13.0,1,0.0,0,0,,0,0.0,河北
2020-06-20,344,0,322,6,,0,16.0,3,0.0,0,0,,0,0.0,河北
2020-06-21,346,0,322,6,,0,18.0,2,0.0,0,0,,0,0.0,河北
2020-06-22,346,0,323,6,,0,17.0,0,0.0,1,0,,0,0.0,河北
2020-06-23,348,0,323,6,,0,19.0,2,0.0,0,0,,0,0.0,河北
2020-06-24,349,0,323,6,,0,20.0,1,0.0,0,0,,0,0.0,河北
2020-06-25,349,0,324,6,,0,19.0,0,0.0,1,0,,0,0.0,河北
2020-06-26,349,0,326,6,,0,17.0,0,0.0,2,0,,0,0.0,河北
2020-06-27,349,0,331,6,,0,12.0,0,0.0,5,0,,0,0.0,河北
2020-06-28,349,0,333,6,,0,10.0,0,0.0,2,0,,0,0.0,河北
2020-06-29,349,0,334,6,,0,9.0,0,0.0,1,0,,0,0.0,河北
2020-06-30,349,0,334,6,,0,9.0,0,0.0,0,0,,0,0.0,河北
2020-07-01,349,0,334,6,,0,9.0,0,0.0,0,0,,0,0.0,河北
2020-07-02,349,0,334,6,,0,9.0,0,0.0,0,0,,0,0.0,河北
2020-07-03,349,0,336,6,,0,7.0,0,0.0,2,0,,0,0.0,河北
2020-07-04,349,0,336,6,,0,7.0,0,0.0,0,0,,0,0.0,河北
2020-01-29,56,0,0,0,,0,56.0,0,0.0,0,0,,0,0.0,陕西
2020-01-30,63,0,0,0,,0,63.0,7,0.0,0,0,,0,0.0,陕西
2020-01-31,87,0,0,0,,0,87.0,24,0.0,0,0,,0,0.0,陕西
2020-02-01,101,0,0,0,,0,101.0,15,0.0,0,0,,0,0.0,陕西
2020-02-02,116,0,0,0,,0,116.0,15,0.0,0,0,,0,0.0,陕西
2020-02-03,124,0,6,0,,0,118.0,8,0.0,6,0,,0,0.0,陕西
2020-02-04,142,0,1,0,,0,141.0,14,0.0,-5,0,,0,0.0,陕西
2020-02-05,165,0,2,0,,0,163.0,23,0.0,1,0,,0,0.0,陕西
2020-02-06,173,0,11,0,,0,162.0,8,0.0,9,0,,0,0.0,陕西
2020-02-07,184,0,17,0,,0,167.0,11,0.0,6,0,,0,0.0,陕西
2020-02-08,195,0,20,0,,0,175.0,11,0.0,3,0,,0,0.0,陕西
2020-02-09,208,0,25,0,,0,183.0,13,0.0,5,0,,0,0.0,陕西
2020-02-10,219,0,31,0,,0,188.0,11,0.0,6,0,,0,0.0,陕西
2020-02-11,225,0,36,0,,0,189.0,6,0.0,5,0,,0,0.0,陕西
2020-02-12,229,0,42,0,,0,187.0,4,0.0,6,0,,0,0.0,陕西
2020-02-13,230,0,49,0,,0,181.0,1,0.0,7,0,,0,0.0,陕西
2020-02-14,230,0,49,0,,0,181.0,1,0.0,0,0,,0,0.0,陕西
2020-02-15,236,0,64,0,,0,172.0,4,0.0,15,0,,0,0.0,陕西
2020-02-16,240,0,74,0,,0,166.0,4,0.0,10,0,,0,0.0,陕西
2020-02-17,240,0,79,0,,0,161.0,0,0.0,5,0,,0,0.0,陕西
2020-02-18,242,0,89,0,,0,153.0,2,0.0,10,0,,0,0.0,陕西
2020-02-19,245,0,105,1,,0,139.0,3,0.0,16,1,,0,0.0,陕西
2020-02-20,245,0,117,1,,0,127.0,0,0.0,12,0,,0,0.0,陕西
2020-02-21,245,0,140,1,,0,104.0,0,0.0,23,0,,0,0.0,陕西
2020-02-22,245,0,153,1,,0,91.0,0,0.0,13,0,,0,0.0,陕西
2020-02-23,245,0,162,1,,0,82.0,0,0.0,9,0,,0,0.0,陕西
2020-02-24,245,0,175,1,,0,69.0,0,0.0,13,0,,0,0.0,陕西
2020-02-25,245,0,186,1,,0,58.0,0,0.0,11,0,,0,0.0,陕西
2020-02-26,245,0,194,1,,0,50.0,0,0.0,8,0,,0,0.0,陕西
2020-02-27,245,0,197,1,,0,47.0,0,0.0,3,0,,0,0.0,陕西
2020-02-28,245,0,200,1,,0,44.0,0,0.0,3,0,,0,0.0,陕西
2020-02-29,245,0,207,1,,0,37.0,0,0.0,7,0,,0,0.0,陕西
2020-03-01,245,0,209,1,,0,35.0,0,0.0,2,0,,0,0.0,陕西
2020-03-02,245,0,216,1,,0,28.0,0,0.0,7,0,,0,0.0,陕西
2020-03-03,245,0,216,1,,0,28.0,0,0.0,0,0,,0,0.0,陕西
2020-03-04,245,0,222,1,,0,22.0,0,0.0,6,0,,0,0.0,陕西
2020-03-05,245,0,224,1,,0,20.0,0,0.0,2,0,,0,0.0,陕西
2020-03-06,245,0,226,1,,0,18.0,0,0.0,2,0,,0,0.0,陕西
2020-03-07,245,0,226,1,,0,18.0,0,0.0,0,0,,0,0.0,陕西
2020-03-08,245,0,227,1,,0,17.0,0,0.0,1,0,,0,0.0,陕西
2020-03-09,245,0,227,1,,0,17.0,0,0.0,0,0,,0,0.0,陕西
2020-03-10,245,0,229,1,,0,15.0,0,0.0,2,0,,0,0.0,陕西
2020-03-11,245,0,232,2,,0,11.0,0,0.0,3,1,,0,0.0,陕西
2020-03-12,245,0,232,2,,0,11.0,0,0.0,0,0,,0,0.0,陕西
2020-03-13,245,0,232,2,,0,11.0,0,0.0,0,0,,0,0.0,陕西
2020-03-14,245,0,232,2,,0,11.0,0,0.0,0,0,,0,0.0,陕西
2020-03-15,245,0,232,2,,0,11.0,0,0.0,0,0,,0,0.0,陕西
2020-03-16,246,0,233,3,,0,10.0,1,0.0,1,1,,0,0.0,陕西
2020-03-17,246,0,236,3,,0,7.0,0,0.0,3,0,,0,0.0,陕西
2020-03-18,246,0,236,3,,0,7.0,0,0.0,0,0,,0,0.0,陕西
2020-03-19,247,0,237,3,,0,7.0,1,0.0,1,0,,0,0.0,陕西
2020-03-20,248,0,239,3,,0,6.0,1,0.0,2,0,,0,0.0,陕西
2020-03-21,248,0,239,3,,0,6.0,0,0.0,0,0,,0,0.0,陕西
2020-03-22,248,0,239,3,,0,6.0,0,0.0,0,0,,0,0.0,陕西
2020-03-23,249,0,240,3,,0,6.0,1,0.0,1,0,,0,0.0,陕西
2020-03-24,250,0,240,3,,0,7.0,1,0.0,0,0,,0,0.0,陕西
2020-03-25,253,0,242,3,,0,8.0,3,0.0,2,0,,0,0.0,陕西
2020-03-26,253,0,242,3,,0,8.0,0,0.0,0,0,,0,0.0,陕西
2020-03-27,253,0,242,3,,0,8.0,0,0.0,0,0,,0,0.0,陕西
2020-03-28,253,0,242,3,,0,8.0,0,0.0,0,0,,0,0.0,陕西
2020-03-29,253,0,242,3,,0,8.0,0,0.0,0,0,,0,0.0,陕西
2020-03-30,253,0,242,3,,0,8.0,0,0.0,0,0,,0,0.0,陕西
2020-03-31,255,0,242,3,,0,10.0,2,0.0,0,0,,0,0.0,陕西
2020-04-01,255,0,242,3,,0,10.0,0,0.0,0,0,,0,0.0,陕西
2020-04-02,255,0,244,3,,0,8.0,0,0.0,2,0,,0,0.0,陕西
2020-04-03,256,0,245,3,,0,8.0,1,0.0,1,0,,0,0.0,陕西
2020-04-04,256,0,245,3,,0,8.0,0,0.0,0,0,,0,0.0,陕西
2020-04-05,256,0,246,3,,0,7.0,0,0.0,1,0,,0,0.0,陕西
2020-04-06,256,0,246,3,,0,7.0,0,0.0,0,0,,0,0.0,陕西
2020-04-07,256,0,246,3,,0,7.0,0,0.0,0,0,,0,0.0,陕西
2020-04-08,256,0,246,3,,0,7.0,0,0.0,0,0,,0,0.0,陕西
2020-04-09,256,0,246,3,,0,7.0,0,0.0,0,0,,0,0.0,陕西
2020-04-10,256,0,248,3,,0,5.0,0,0.0,2,0,,0,0.0,陕西
2020-04-11,256,0,248,3,,0,5.0,0,0.0,0,0,,0,0.0,陕西
2020-04-12,256,0,248,3,,0,5.0,0,0.0,0,0,,0,0.0,陕西
2020-04-13,256,0,248,3,,0,5.0,0,0.0,0,0,,0,0.0,陕西
2020-04-14,256,0,251,3,,0,2.0,0,0.0,3,0,,0,0.0,陕西
2020-04-15,256,0,251,3,,0,2.0,0,0.0,0,0,,0,0.0,陕西
2020-04-16,256,0,252,3,,0,1.0,0,0.0,1,0,,0,0.0,陕西
2020-04-17,256,0,252,3,,0,1.0,0,0.0,0,0,,0,0.0,陕西
2020-04-18,256,0,252,3,,0,1.0,0,0.0,0,0,,0,0.0,陕西
2020-04-19,256,0,252,3,,0,1.0,0,0.0,0,0,,0,0.0,陕西
2020-04-20,277,0,253,3,,0,21.0,21,0.0,1,0,,0,0.0,陕西
2020-04-21,279,0,253,3,,0,23.0,21,0.0,0,0,,0,0.0,陕西
2020-04-22,279,0,253,3,,0,23.0,0,0.0,0,0,,0,0.0,陕西
2020-04-23,279,0,253,3,,0,23.0,0,0.0,0,0,,0,0.0,陕西
2020-04-24,286,0,253,3,,0,30.0,7,0.0,0,0,,0,0.0,陕西
2020-04-25,286,0,253,3,,0,30.0,0,0.0,0,0,,0,0.0,陕西
2020-04-26,286,0,253,3,,0,30.0,0,0.0,0,0,,0,0.0,陕西
2020-04-27,306,0,253,3,,0,50.0,20,0.0,0,0,,0,0.0,陕西
2020-04-28,306,0,253,3,,0,50.0,0,0.0,0,0,,0,0.0,陕西
2020-04-29,306,0,253,3,,0,50.0,0,0.0,0,0,,0,0.0,陕西
2020-04-30,306,0,254,3,,0,49.0,0,0.0,1,0,,0,0.0,陕西
2020-05-01,306,0,255,3,,0,48.0,0,0.0,1,0,,0,0.0,陕西
2020-05-02,306,0,260,3,,0,43.0,0,0.0,5,0,,0,0.0,陕西
2020-05-03,306,0,263,3,,0,40.0,0,0.0,3,0,,0,0.0,陕西
2020-05-04,306,0,263,3,,0,40.0,0,0.0,0,0,,0,0.0,陕西
2020-05-05,308,0,264,3,,0,41.0,2,0.0,1,0,,0,0.0,陕西
2020-05-06,308,0,266,3,,0,39.0,0,0.0,2,0,,0,0.0,陕西
2020-05-07,308,0,268,3,,0,37.0,0,0.0,2,0,,0,0.0,陕西
2020-05-08,308,0,292,3,,0,13.0,0,0.0,24,0,,0,0.0,陕西
2020-05-09,308,0,293,3,,0,12.0,0,0.0,1,0,,0,0.0,陕西
2020-05-10,308,0,294,3,,0,11.0,0,0.0,1,0,,0,0.0,陕西
2020-05-11,308,0,296,3,,0,9.0,0,0.0,2,0,,0,0.0,陕西
2020-05-12,308,0,297,3,,0,8.0,0,0.0,1,0,,0,0.0,陕西
2020-05-13,308,0,297,3,,0,8.0,0,0.0,0,0,,0,0.0,陕西
2020-05-14,308,0,300,3,,0,5.0,0,0.0,3,0,,0,0.0,陕西
2020-05-15,308,0,301,3,,0,4.0,0,0.0,1,0,,0,0.0,陕西
2020-05-16,308,0,301,3,,0,4.0,0,0.0,0,0,,0,0.0,陕西
2020-05-17,308,0,301,3,,0,4.0,0,0.0,0,0,,0,0.0,陕西
2020-05-18,308,0,303,3,,0,2.0,0,0.0,2,0,,0,0.0,陕西
2020-05-19,308,0,303,3,,0,2.0,0,0.0,0,0,,0,0.0,陕西
2020-05-20,308,0,303,3,,0,2.0,0,0.0,0,0,,0,0.0,陕西
2020-05-21,308,0,303,3,,0,2.0,0,0.0,0,0,,0,0.0,陕西
2020-05-22,308,0,304,3,,0,1.0,0,0.0,1,0,,0,0.0,陕西
2020-05-23,308,0,305,3,,0,0.0,0,0.0,1,0,,0,0.0,陕西
2020-05-24,308,0,305,3,,0,0.0,0,0.0,0,0,,0,0.0,陕西
2020-05-25,308,0,305,3,,0,0.0,0,0.0,0,0,,0,0.0,陕西
2020-05-26,308,0,305,3,,0,0.0,0,0.0,0,0,,0,0.0,陕西
2020-05-27,308,0,305,3,,0,0.0,0,0.0,0,0,,0,0.0,陕西
2020-05-28,308,0,305,3,,0,0.0,0,0.0,0,0,,0,0.0,陕西
2020-05-29,308,0,305,3,,0,0.0,0,0.0,0,0,,0,0.0,陕西
2020-05-30,308,0,305,3,,0,0.0,0,0.0,0,0,,0,0.0,陕西
2020-05-31,308,0,305,3,,0,0.0,0,0.0,0,0,,0,0.0,陕西
2020-06-01,309,0,305,3,,0,1.0,1,0.0,0,0,,0,0.0,陕西
2020-06-02,309,0,305,3,,0,1.0,0,0.0,0,0,,0,0.0,陕西
2020-06-03,309,0,305,3,,0,1.0,0,0.0,0,0,,0,0.0,陕西
2020-06-04,309,0,305,3,,0,1.0,0,0.0,0,0,,0,0.0,陕西
2020-06-05,309,0,305,3,,0,1.0,0,0.0,0,0,,0,0.0,陕西
2020-06-06,311,0,305,3,,0,3.0,2,0.0,0,0,,0,0.0,陕西
2020-06-07,311,0,305,3,,0,3.0,0,0.0,0,0,,0,0.0,陕西
2020-06-08,311,0,305,3,,0,3.0,0,0.0,0,0,,0,0.0,陕西
2020-06-09,311,0,305,3,,0,3.0,0,0.0,0,0,,0,0.0,陕西
2020-06-10,311,0,306,3,,0,2.0,0,0.0,1,0,,0,0.0,陕西
2020-06-11,311,0,306,3,,0,2.0,0,0.0,0,0,,0,0.0,陕西
2020-06-12,311,0,306,3,,0,2.0,0,0.0,0,0,,0,0.0,陕西
2020-06-13,313,0,306,3,,0,4.0,2,0.0,0,0,,0,0.0,陕西
2020-06-14,313,0,306,3,,0,4.0,2,0.0,0,0,,0,0.0,陕西
2020-06-15,313,0,306,3,,0,4.0,0,0.0,0,0,,0,0.0,陕西
2020-06-16,313,0,306,3,,0,4.0,0,0.0,0,0,,0,0.0,陕西
2020-06-17,314,0,306,3,,0,5.0,1,0.0,0,0,,0,0.0,陕西
2020-06-18,314,0,306,3,,0,5.0,0,0.0,0,0,,0,0.0,陕西
2020-06-19,314,0,306,3,,0,5.0,0,0.0,0,0,,0,0.0,陕西
2020-06-20,314,0,306,3,,0,5.0,0,0.0,0,0,,0,0.0,陕西
2020-06-21,317,0,306,3,,0,8.0,3,0.0,0,0,,0,0.0,陕西
2020-06-22,317,0,307,3,,0,7.0,1,0.0,1,0,,0,0.0,陕西
2020-06-23,318,0,307,3,,0,8.0,1,0.0,0,0,,0,0.0,陕西
2020-06-24,319,0,307,3,,0,9.0,1,0.0,0,0,,0,0.0,陕西
2020-06-25,319,0,307,3,,0,9.0,0,0.0,0,0,,0,0.0,陕西
2020-06-26,319,0,307,3,,0,9.0,0,0.0,0,0,,0,0.0,陕西
2020-06-27,320,0,307,3,,0,10.0,1,0.0,0,0,,0,0.0,陕西
2020-06-28,320,0,307,3,,0,10.0,0,0.0,0,0,,0,0.0,陕西
2020-06-29,320,0,308,3,,0,9.0,0,0.0,1,0,,0,0.0,陕西
2020-06-30,320,0,309,3,,0,8.0,0,0.0,1,0,,0,0.0,陕西
2020-07-01,320,0,310,3,,0,7.0,0,0.0,1,0,,0,0.0,陕西
2020-07-02,320,0,310,3,,0,7.0,0,0.0,0,0,,0,0.0,陕西
2020-07-03,320,0,310,3,,0,7.0,0,0.0,0,0,,0,0.0,陕西
2020-07-04,320,0,310,3,,0,7.0,0,0.0,0,0,,0,0.0,陕西
2020-01-22,5,0,0,0,,0,5.0,0,0.0,0,0,,0,0.0,广西
2020-01-23,13,0,0,0,,0,13.0,8,0.0,0,0,,0,0.0,广西
2020-01-24,23,0,0,0,,0,23.0,10,0.0,0,0,,0,0.0,广西
2020-01-25,33,0,0,0,,0,33.0,10,0.0,0,0,,0,0.0,广西
2020-01-26,46,0,0,0,,0,46.0,13,0.0,0,0,,0,0.0,广西
2020-01-27,51,0,0,0,,0,51.0,5,0.0,0,0,,0,0.0,广西
2020-01-28,58,0,2,0,,0,56.0,7,0.0,2,0,,0,0.0,广西
2020-01-29,78,0,2,0,,0,76.0,20,0.0,0,0,,0,0.0,广西
2020-01-30,87,0,2,0,,0,85.0,9,0.0,0,0,,0,0.0,广西
2020-01-31,100,0,2,0,,0,98.0,13,0.0,0,0,,0,0.0,广西
2020-02-01,111,0,2,0,,0,109.0,11,0.0,0,0,,0,0.0,广西
2020-02-02,127,0,2,0,,0,125.0,16,0.0,0,0,,0,0.0,广西
2020-02-03,139,0,7,0,,0,132.0,12,0.0,5,0,,0,0.0,广西
2020-02-04,150,0,10,0,,0,140.0,11,0.0,3,0,,0,0.0,广西
2020-02-05,168,0,14,0,,0,154.0,18,0.0,4,0,,0,0.0,广西
2020-02-06,172,0,17,0,,0,155.0,4,0.0,3,0,,0,0.0,广西
2020-02-07,183,0,17,0,,0,166.0,11,0.0,0,0,,0,0.0,广西
2020-02-08,195,0,18,1,,0,176.0,12,0.0,1,1,,0,0.0,广西
2020-02-09,210,0,18,1,,0,191.0,15,0.0,0,0,,0,0.0,广西
2020-02-10,215,0,30,1,,0,184.0,5,0.0,12,0,,0,0.0,广西
2020-02-11,222,0,31,1,,0,190.0,7,0.0,1,0,,0,0.0,广西
2020-02-12,222,0,33,2,,0,187.0,0,0.0,2,1,,0,0.0,广西
2020-02-13,226,0,35,2,,0,189.0,4,0.0,2,0,,0,0.0,广西
2020-02-14,235,0,40,2,,0,193.0,9,0.0,5,0,,0,0.0,广西
2020-02-15,237,0,46,2,,0,189.0,2,0.0,6,0,,0,0.0,广西
2020-02-16,238,0,51,2,,0,185.0,1,0.0,5,0,,0,0.0,广西
2020-02-17,242,0,58,2,,0,182.0,4,0.0,7,0,,0,0.0,广西
2020-02-18,244,0,76,2,,0,166.0,2,0.0,18,0,,0,0.0,广西
2020-02-19,245,0,87,2,,0,156.0,1,0.0,11,0,,0,0.0,广西
2020-02-20,246,0,95,2,,0,149.0,1,0.0,8,0,,0,0.0,广西
2020-02-21,249,0,99,2,,0,148.0,3,0.0,4,0,,0,0.0,广西
2020-02-22,249,0,104,2,,0,143.0,0,0.0,5,0,,0,0.0,广西
2020-02-23,251,0,107,2,,0,142.0,2,0.0,3,0,,0,0.0,广西
2020-02-24,252,0,129,2,,0,121.0,1,0.0,22,0,,0,0.0,广西
2020-02-25,252,0,138,2,,0,112.0,0,0.0,9,0,,0,0.0,广西
2020-02-26,252,0,159,2,,0,91.0,0,0.0,21,0,,0,0.0,广西
2020-02-27,252,0,166,2,,0,84.0,0,0.0,7,0,,0,0.0,广西
2020-02-28,252,0,172,2,,0,78.0,0,0.0,6,0,,0,0.0,广西
2020-02-29,252,0,179,2,,0,71.0,0,0.0,7,0,,0,0.0,广西
2020-03-01,252,0,188,2,,0,62.0,0,0.0,9,0,,0,0.0,广西
2020-03-02,252,0,202,2,,0,48.0,0,0.0,14,0,,0,0.0,广西
2020-03-03,252,0,202,2,,0,48.0,0,0.0,0,0,,0,0.0,广西
2020-03-04,252,0,213,2,,0,37.0,0,0.0,11,0,,0,0.0,广西
2020-03-05,252,0,217,2,,0,33.0,0,0.0,4,0,,0,0.0,广西
2020-03-06,252,0,219,2,,0,31.0,0,0.0,2,0,,0,0.0,广西
2020-03-07,252,0,223,2,,0,27.0,0,0.0,4,0,,0,0.0,广西
2020-03-08,252,0,230,2,,0,20.0,0,0.0,7,0,,0,0.0,广西
2020-03-09,252,0,234,2,,0,16.0,0,0.0,4,0,,0,0.0,广西
